fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type_white
0.4693877551020409,0.4695652173913042,0.4680851063829786,0.07121661721068251,0.8108108108108109,0.17218543046357615,0.6367346938775511,0.49965729952020865,0.4556962025316462,0.4385964912280701,0.17241379310344818,0.33333333333333326,True
0.40816326530612246,0.33043478260869563,0.34042553191489355,0.43916913946587544,0.5945945945945945,0.6887417218543046,0.8000000000000002,0.6161754626456428,0.5063291139240507,0.36842105263157887,0.15517241379310343,0.33333333333333326,True
0.2857142857142856,0.33043478260869563,0.7446808510638296,0.36201780415430274,0.43243243243243246,0.7814569536423841,0.9142857142857144,0.5442083618917053,0.3797468354430382,0.3157894736842105,0.0862068965517242,0.33333333333333326,True
0.3877551020408163,0.2608695652173913,0.4893617021276595,0.06528189910979229,0.2027027027027027,0.3178807947019867,0.3918367346938776,0.2556545579163725,0.59493670886076,0.6666666666666666,0.5862068965517244,0.6666666666666667,True
0.3265306122448979,0.5043478260869564,0.4042553191489362,0.33827893175074186,0.33783783783783783,0.5695364238410596,0.5959183673469389,0.34201507882110604,0.59493670886076,0.42105263157894735,0.5517241379310345,0.9999999999999998,True
0.36734693877551017,0.1739130434782608,0.5106382978723404,0.04747774480712167,0.2702702702702703,0.43708609271523174,0.5387755102040818,0.2762165867032138,0.6835443037974684,0.6666666666666666,0.5344827586206897,0.9999999999999998,True
0.3265306122448979,0.4521739130434782,0.42553191489361686,0.33234421364985167,0.5,0.3576158940397351,0.9020408163265308,0.5544893762851189,0.59493670886076,0.543859649122807,0.2931034482758619,0.6666666666666667,True
0.44897959183673475,0.19130434782608696,0.8510638297872339,0.3560830860534125,0.3648648648648648,0.6225165562913907,0.6775510204081634,0.41740918437284336,0.481012658227848,0.08771929824561409,0.5344827586206897,0.6666666666666667,True
0.5306122448979591,0.1739130434782608,0.42553191489361686,0.03560830860534125,0.4729729729729729,0.13245033112582782,0.5591836734693878,0.3214530500342647,0.481012658227848,0.45614035087719296,0.5000000000000002,0.9999999999999998,True
0.2857142857142856,0.6260869565217391,0.4042553191489362,0.21661721068249262,0.3108108108108108,0.543046357615894,0.5142857142857143,0.30774503084303717,0.5569620253164551,0.4385964912280701,0.4942528735632241,0.9999999999999998,True
0.22448979591836737,0.3652173913043477,0.25531914893617014,0.11869436201780417,0.21621621621621623,0.13245033112582782,0.4653061224489796,0.15695681973953413,0.7215189873417724,1.0,0.9655172413793103,0.9999999999999998,True
0.44897959183673475,0.5739130434782608,0.4680851063829786,0.08308605341246292,0.9459459459459459,0.2516556291390728,0.18367346938775514,0.6559287183002027,0.8227848101265822,0.5789473684210527,0.18965517241379293,0.6666666666666667,False
0.36734693877551017,0.5043478260869564,0.44680851063829774,0.09495548961424335,0.32432432432432434,0.49006622516556286,0.4122448979591837,0.12542837559972497,0.5063291139240507,0.543859649122807,0.8793103448275861,0.9999999999999998,True
0.4897959183673468,0.20869565217391306,0.3829787234042553,0.5341246290801187,0.37837837837837834,0.2251655629139073,0.40408163265306124,0.5023989033584542,0.278481012658228,0.26315789473684204,0.3620689655172413,0.9999999999999998,True
0.36734693877551017,0.2434782608695652,0.4680851063829786,0.19584569732937687,0.5,0.19867549668874174,0.40816326530612246,0.26525017135023177,0.4177215189873418,0.1578947368421052,0.5344827586206897,0.33333333333333326,True
0.26530612244897966,0.3652173913043477,0.25531914893617014,0.041543026706231466,0.6216216216216216,0.5298013245033112,0.6612244897959184,0.2940370116518096,0.6329113924050631,0.36842105263157887,0.4655172413793103,0.6666666666666667,True
0.30612244897959195,0.27826086956521734,0.3829787234042553,0.1364985163204748,0.4054054054054054,0.37086092715231783,0.4775510204081633,0.1699794379712074,0.3797468354430382,0.26315789473684204,0.7586206896551724,0.6666666666666667,True
0.8775510204081634,0.608695652173913,0.5319148936170213,0.11275964391691395,0.9594594594594593,0.3178807947019867,0.326530612244898,0.7943797121315868,0.7088607594936711,0.7017543859649121,0.18965517241379293,0.6666666666666667,False
0.08163265306122436,0.4347826086956521,0.276595744680851,0.05934718100890209,0.2432432432432432,0.2119205298013245,0.33877551020408164,0.15010281014392035,0.8734177215189867,0.2807017543859649,0.7068965517241381,0.9999999999999998,True
0.5306122448979591,0.5217391304347826,0.2978723404255319,0.3501483679525223,0.5540540540540541,0.2119205298013245,0.3918367346938776,0.4064427690198755,0.35443037974683556,0.5789473684210527,0.482758620689655,0.0,True
0.34693877551020424,0.13913043478260867,0.34042553191489355,0.041543026706231466,0.5135135135135135,0.2384105960264901,0.28979591836734697,0.42426319396845713,1.0,0.5614035087719299,0.31034482758620663,0.6666666666666667,True
0.34693877551020424,0.2434782608695652,0.4893617021276595,0.43323442136498524,0.2702702702702703,0.423841059602649,0.48163265306122455,0.5270733379026638,0.7341772151898738,0.29824561403508776,0.31034482758620663,0.33333333333333326,True
0.24489795918367352,0.20869565217391306,0.4042553191489362,0.7240356083086055,0.3918918918918919,0.3576158940397351,0.5142857142857143,0.4900616860863636,0.6202531645569618,0.6140350877192982,0.5862068965517244,0.9999999999999998,True
0.24489795918367352,0.3826086956521738,0.2978723404255319,0.21364985163204753,0.3918918918918919,0.5298013245033112,0.4612244897959184,0.36257710760794737,0.4177215189873418,0.49122807017543857,0.4482758620689655,0.33333333333333326,True
0.6122448979591837,0.31304347826086953,0.6595744680851063,0.029673590504451057,0.44594594594594594,0.09271523178807947,0.22040816326530616,0.3008910212474234,0.08860759493670933,0.49122807017543857,0.3793103448275861,0.33333333333333326,True
0.7959183673469388,0.20869565217391306,0.7021276595744679,0.05341246290801189,0.43243243243243246,0.43708609271523174,0.4857142857142857,0.36943111720356114,0.36708860759493644,0.4736842105263157,0.517241379310345,0.9999999999999998,True
0.44897959183673475,0.7999999999999999,0.4893617021276595,0.7477744807121662,0.5540540540540541,0.6754966887417219,0.9387755102040818,0.6984235777929939,0.481012658227848,0.49122807017543857,0.2068965517241379,0.33333333333333326,True
0.4897959183673468,0.2434782608695652,0.4893617021276595,0.9673590504451038,0.6351351351351351,0.6225165562913907,0.6204081632653062,0.8697738176833383,0.6962025316455698,0.2807017543859649,0.2068965517241379,0.6666666666666667,True
0.30612244897959195,0.2260869565217391,0.6170212765957446,0.3679525222551929,0.3648648648648648,0.8211920529801324,0.9755102040816327,0.5476353666895051,0.30379746835443067,0.24561403508771928,0.15517241379310343,0.6666666666666667,True
0.3265306122448979,0.33043478260869563,0.5957446808510637,0.43323442136498524,0.5135135135135135,0.7417218543046358,0.853061224489796,0.5695681973954692,0.46835443037974667,0.45614035087719296,0.18965517241379293,0.6666666666666667,True
0.40816326530612246,0.4869565217391303,0.4042553191489362,0.4569732937685461,0.33783783783783783,0.3576158940397351,0.30612244897959184,0.3015764222069919,0.17721518987341778,0.29824561403508776,0.7068965517241381,0.6666666666666667,True
0.3877551020408163,0.5217391304347826,0.5744680851063828,0.510385756676558,0.7027027027027026,0.5298013245033112,0.8489795918367348,0.7189856065798494,0.6202531645569618,0.5964912280701755,0.17241379310344818,0.33333333333333326,True
0.24489795918367352,0.3826086956521738,0.44680851063829774,0.08308605341246292,0.28378378378378377,0.4768211920529801,0.5551020408163266,0.12405757368060222,0.7468354430379751,0.33333333333333326,0.7758620689655176,0.9999999999999998,True
0.34693877551020424,0.34782608695652173,0.680851063829787,0.3679525222551929,0.4864864864864864,0.7814569536423841,0.8571428571428573,0.5544893762851189,0.3417721518987342,0.42105263157894735,0.17241379310344818,0.33333333333333326,True
0.6326530612244898,0.7304347826086955,0.44680851063829774,0.0771513353115727,0.8918918918918918,0.07947019867549669,0.0653061224489796,0.6024674434544153,0.6202531645569618,0.5964912280701755,0.3448275862068966,0.6666666666666667,False
0.36734693877551017,0.4347826086956521,0.44680851063829774,0.18991097922848665,0.3648648648648648,0.423841059602649,0.3346938775510204,0.21727210418094955,0.5443037974683547,0.719298245614035,0.7068965517241381,0.9999999999999998,True
0.5714285714285714,0.7652173913043477,0.6595744680851063,0.09495548961424335,0.6891891891891891,0.13245033112582782,0.05714285714285715,0.5229609321452955,0.5569620253164551,0.7368421052631579,0.5862068965517244,0.6666666666666667,False
